 1.00245000e+00 1.78524000e+00 6.77054000e+00 1.15225400e+01
 1.66947950e+00 2.82369988e+00 6.50334705e+00 5.88176827e+00
 2.30311941e+00 2.96159365e+00 6.10608716e+00 -3.81631174e+00
 2.89069693e+00 2.06043753e+00 5.58670552e+00 -1.07610387e+01
 3.42046051e+00 8.09385916e-01 4.95558978e+00 -1.26165628e+01
 3.88181489e+00 -4.62875028e-01 4.22536224e+00 -1.27027749e+01
 4.26553296e+00 -1.73116907e+00 3.41062745e+00 -1.16452963e+01
 4.56394038e+00 -2.79193428e+00 2.52768012e+00 -6.25508405e+00
 4.77106899e+00 -2.98218588e+00 1.59417918e+00 3.40185785e+00
 4.88277622e+00 -2.11156271e+00 6.28794664e-01 1.05891954e+01
 4.89682792e+00 -8.64346802e-01 -3.49165750e-01 1.26013090e+01
 4.81294307e+00 4.08699089e-01 -1.32014285e+00 1.27168055e+01
 4.63279935e+00 1.67901430e+00 -2.26471709e+00 1.17564939e+01
 4.35999965e+00 2.75999788e+00 -3.16399699e+00 6.60493029e+00
 3.99999995e+00 3.00000036e+00 -3.99999695e+00 -2.99997714e+00
